Subject,SessionNumber,BlockNumber,isRepetition,isNewRepetition,isSwapped,ContextID,ContextBackground,ContextColor,BlockLevelAccuracy,SwappedErrorCorrection,isColorSame,isBackgroundSame,InitialBlockNumber
Jotun,22,4,0,0,1,010_028_028_002_4_filtered_0,010_028_028_002_4_filtered,0,0.866666666666667,-1,1,1,NaN
Jotun,22,5,0,0,0,009_019_055_002_1_filtered_210,009_019_055_002_1_filtered,210,1,NaN,1,1,NaN
Jotun,22,6,0,0,1,010_018_022_002_1_filtered_126,010_018_022_002_1_filtered,126,0.866666666666667,0,1,0,NaN
Jotun,22,7,0,0,0,009_065_060_001_4_filtered_0,009_065_060_001_4_filtered,0,0.866666666666667,NaN,1,1,NaN
Jotun,22,8,0,0,1,010_025_028_001_1_filtered_42,010_025_028_001_1_filtered,42,1,-0.2,1,0,NaN
Jotun,22,9,0,0,0,009_022_042_002_1_filtered_42,009_022_042_002_1_filtered,42,0.933333333333333,NaN,1,1,NaN
Jotun,22,10,0,0,1,010_005_022_001_1_filtered_168,010_005_022_001_1_filtered,168,1,0,0,0,NaN
Jotun,22,11,0,0,0,009_022_042_002_3_filtered_0,009_022_042_002_3_filtered,0,0.533333333333333,NaN,0,0,NaN
Jotun,22,12,0,0,1,010_028_028_002_4_filtered_126,010_028_028_002_4_filtered,126,0.866666666666667,0,0,0,NaN
Jotun,22,13,1,0,0,009_047_042_001_3_filtered_0,009_047_042_001_3_filtered,0,1,NaN,NaN,NaN,3
Jotun,22,14,1,0,1,010_028_028_002_4_filtered_0,010_028_028_002_4_filtered,0,0.933333333333333,-0.25,NaN,NaN,4
Jotun,22,15,1,0,0,009_065_060_001_4_filtered_0,009_065_060_001_4_filtered,0,1,NaN,NaN,NaN,7
Jotun,22,16,1,0,1,010_018_019_001_1_filtered_42,010_018_019_001_1_filtered,42,1,0.75,NaN,NaN,8
Jotun,22,17,1,0,0,009_047_060_001_4_filtered_210,009_047_060_001_4_filtered,210,1,NaN,NaN,NaN,11
Jotun,22,18,1,0,1,010_005_019_002_4_filtered_168,010_005_019_002_4_filtered,168,0.933333333333333,-0.333333333333333,NaN,NaN,12
Jotun,22,19,1,1,0,009_022_042_002_1_filtered_42,009_022_042_002_1_filtered,42,0.866666666666667,NaN,NaN,NaN,NaN
Jotun,22,20,1,1,1,010_005_019_001_1_filtered_0,010_005_019_001_1_filtered,0,1,0.222222222222222,NaN,NaN,NaN
Jotun,22,21,1,1,0,009_042_060_001_1_filtered_42,009_042_060_001_1_filtered,42,0.733333333333333,NaN,NaN,NaN,NaN
Jotun,22,22,1,1,1,010_005_022_001_2_filtered_126,010_005_022_001_2_filtered,126,1,0,NaN,NaN,NaN
Jotun,22,23,1,0,0,009_019_055_002_1_filtered_210,009_019_055_002_1_filtered,210,1,NaN,NaN,NaN,5
Jotun,22,24,1,0,1,010_005_024_002_2_filtered_126,010_005_024_002_2_filtered,126,1,0.2,NaN,NaN,6
Jotun,22,25,1,0,0,009_022_042_002_1_filtered_42,009_022_042_002_1_filtered,42,0.866666666666667,NaN,NaN,NaN,9
Jotun,22,26,1,0,1,010_018_028_001_3_filtered_84,010_018_028_001_3_filtered,84,0.8,0.5,NaN,NaN,10
Jotun,23,1,0,0,0,009_042_068_001_1_filtered_126,009_042_068_001_1_filtered,126,0.333333333333333,NaN,0,0,NaN
Jotun,23,2,0,0,1,010_021_028_001_2_filtered_126,010_021_028_001_2_filtered,126,0.733333333333333,0.5,1,1,NaN
Jotun,23,3,0,0,0,009_019_060_001_1_filtered_168,009_019_060_001_1_filtered,168,0.6,NaN,NaN,NaN,NaN
Jotun,23,4,0,0,1,010_025_028_002_2_filtered_42,010_025_028_002_2_filtered,42,0.928571428571429,-1,NaN,NaN,NaN
Jotun,23,5,0,0,0,009_042_042_002_3_filtered_168,009_042_042_002_3_filtered,168,0.666666666666667,NaN,0,0,NaN
Jotun,23,6,0,0,1,010_018_022_001_3_filtered_84,010_018_022_001_3_filtered,84,0.866666666666667,NaN,0,0,NaN
Jotun,23,7,0,0,0,009_047_055_002_3_filtered_0,009_047_055_002_3_filtered,0,0.6,NaN,0,0,NaN
Jotun,23,8,0,0,1,010_025_028_001_1_filtered_0,010_025_028_001_1_filtered,0,0.8,NaN,1,1,NaN
Jotun,23,9,0,0,0,009_042_042_001_3_filtered_168,009_042_042_001_3_filtered,168,1,NaN,1,1,NaN
Jotun,23,10,0,0,1,010_025_019_002_2_filtered_0,010_025_019_002_2_filtered,0,0.928571428571429,0.333333333333333,0,0,NaN
Jotun,23,11,0,0,0,009_023_042_001_3_filtered_126,009_023_042_001_3_filtered,126,1,NaN,0,0,NaN
Jotun,23,12,0,0,1,010_005_022_001_2_filtered_126,010_005_022_001_2_filtered,126,0.928571428571429,0.166666666666667,1,1,NaN
Jotun,23,13,1,0,0,009_042_042_001_3_filtered_168,009_042_042_001_3_filtered,168,1,NaN,NaN,NaN,9
Jotun,23,14,1,0,1,010_005_019_002_4_filtered_168,010_005_019_002_4_filtered,168,0.923076923076923,0,NaN,NaN,10
Jotun,23,15,1,1,0,009_019_060_002_1_filtered_168,009_019_060_002_1_filtered,168,0.533333333333333,NaN,NaN,NaN,NaN
Jotun,23,16,1,1,1,010_005_019_002_1_filtered_42,010_005_019_002_1_filtered,42,0.733333333333333,-0.5,NaN,NaN,NaN
Jotun,23,17,1,0,0,009_023_055_001_1_filtered_210,009_023_055_001_1_filtered,210,0.666666666666667,NaN,NaN,NaN,1
Jotun,23,18,1,0,1,010_021_028_001_2_filtered_126,010_021_028_001_2_filtered,126,0.666666666666667,0.5,NaN,NaN,2
Jotun,23,19,1,0,0,009_065_042_002_4_filtered_84,009_065_042_002_4_filtered,84,0.6,NaN,NaN,NaN,7
Jotun,23,20,1,0,1,010_025_028_001_1_filtered_0,010_025_028_001_1_filtered,0,0.866666666666667,1,NaN,NaN,8
Jotun,23,21,1,0,0,009_047_042_001_2_filtered_126,009_047_042_001_2_filtered,126,0.866666666666667,NaN,NaN,NaN,5
Jotun,23,22,1,0,1,010_021_028_001_4_filtered_210,010_021_028_001_4_filtered,210,0.8,0,NaN,NaN,6
Jotun,23,23,1,1,0,009_047_060_001_2_filtered_168,009_047_060_001_2_filtered,168,0.333333333333333,NaN,NaN,NaN,NaN
Jotun,23,24,1,1,1,010_028_028_002_2_filtered_168,010_028_028_002_2_filtered,168,0.533333333333333,0.25,NaN,NaN,NaN
Jotun,23,25,1,0,0,009_019_060_002_2_filtered_0,009_019_060_002_2_filtered,0,0.933333333333333,NaN,NaN,NaN,11
Jotun,23,26,1,0,1,010_005_022_001_2_filtered_126,010_005_022_001_2_filtered,126,0.933333333333333,0.75,NaN,NaN,12
Jotun,24,1,0,0,0,009_022_055_002_2_filtered_84,009_022_055_002_2_filtered,84,0.533333333333333,NaN,1,1,NaN
Jotun,24,2,0,0,1,010_021_028_001_2_filtered_84,010_021_028_001_2_filtered,84,0.733333333333333,1,1,1,NaN
Jotun,24,3,0,0,0,009_042_055_001_3_filtered_42,009_042_055_001_3_filtered,42,0.866666666666667,NaN,0,0,NaN
Jotun,24,4,0,0,1,010_028_022_002_1_filtered_84,010_028_022_002_1_filtered,84,0.857142857142857,NaN,0,0,NaN
Jotun,24,5,0,0,0,009_042_055_002_4_filtered_84,009_042_055_002_4_filtered,84,0.866666666666667,NaN,NaN,NaN,NaN
Jotun,24,6,0,0,1,010_028_028_001_2_filtered_0,010_028_028_001_2_filtered,0,0.866666666666667,0,NaN,NaN,NaN
Jotun,24,7,0,0,0,009_019_060_001_1_filtered_42,009_019_060_001_1_filtered,42,0.666666666666667,NaN,1,0,NaN
Jotun,24,8,0,0,1,010_028_022_002_4_filtered_210,010_028_022_002_4_filtered,210,0.933333333333333,0,0,0,NaN
Jotun,24,9,0,0,0,009_023_068_002_3_filtered_84,009_023_068_002_3_filtered,84,0.666666666666667,NaN,0,0,NaN
Jotun,24,10,0,0,1,010_028_019_002_1_filtered_210,010_028_019_002_1_filtered,210,1,NaN,0,0,NaN
Jotun,24,11,0,0,0,009_019_068_001_2_filtered_0,009_019_068_001_2_filtered,0,0.8,NaN,1,1,NaN
Jotun,24,12,0,0,1,010_018_024_002_3_filtered_210,010_018_024_002_3_filtered,210,0.8,0.5,1,1,NaN
Jotun,24,13,1,0,0,009_022_055_002_2_filtered_84,009_022_055_002_2_filtered,84,0.933333333333333,NaN,NaN,NaN,1
Jotun,24,14,1,0,1,010_021_028_001_2_filtered_84,010_021_028_001_2_filtered,84,0.933333333333333,-0.5,NaN,NaN,2
Jotun,24,15,1,0,0,009_023_060_002_4_filtered_42,009_023_060_002_4_filtered,42,0.666666666666667,NaN,NaN,NaN,7
Jotun,24,16,1,0,1,010_018_028_002_3_filtered_84,010_018_028_002_3_filtered,84,0.733333333333333,0,NaN,NaN,8
Jotun,24,17,1,0,0,009_047_042_001_3_filtered_126,009_047_042_001_3_filtered,126,0.866666666666667,NaN,NaN,NaN,9
Jotun,24,18,1,0,1,010_005_024_001_4_filtered_168,010_005_024_001_4_filtered,168,1,-1,NaN,NaN,10
Jotun,24,19,1,0,0,009_019_068_001_2_filtered_0,009_019_068_001_2_filtered,0,0.866666666666667,NaN,NaN,NaN,11
Jotun,24,20,1,0,1,010_018_024_002_3_filtered_210,010_018_024_002_3_filtered,210,0.933333333333333,0.6,NaN,NaN,12
Jotun,24,21,1,1,0,009_065_055_001_2_filtered_126,009_065_055_001_2_filtered,126,0.4,NaN,NaN,NaN,NaN
Jotun,24,22,1,1,1,010_025_022_002_4_filtered_42,010_025_022_002_4_filtered,42,0.866666666666667,0,NaN,NaN,NaN
Jotun,24,23,1,0,0,009_047_068_001_1_filtered_84,009_047_068_001_1_filtered,84,0.666666666666667,NaN,NaN,NaN,3
Jotun,24,24,1,0,1,010_018_022_002_4_filtered_0,010_018_022_002_4_filtered,0,0.866666666666667,NaN,NaN,NaN,4
Jotun,24,25,1,1,0,009_047_042_001_3_filtered_126,009_047_042_001_3_filtered,126,0.8,NaN,NaN,NaN,NaN
Jotun,24,26,1,1,1,010_028_019_002_3_filtered_126,010_028_019_002_3_filtered,126,0.8,-0.666666666666667,NaN,NaN,NaN
Jotun,25,1,0,0,0,009_047_060_002_4_filtered_126,009_047_060_002_4_filtered,126,0.866666666666667,NaN,NaN,NaN,NaN
Jotun,25,2,0,0,1,010_005_022_002_4_filtered_126,010_005_022_002_4_filtered,126,0.933333333333333,0,NaN,NaN,NaN
Jotun,25,3,0,0,0,009_023_068_001_3_filtered_0,009_023_068_001_3_filtered,0,0.466666666666667,NaN,0,0,NaN
Jotun,25,4,0,0,1,010_018_019_002_2_filtered_126,010_018_019_002_2_filtered,126,0.8,0,1,1,NaN
Jotun,25,5,0,0,0,009_022_060_001_1_filtered_210,009_022_060_001_1_filtered,210,0.933333333333333,NaN,1,1,NaN
Jotun,25,6,0,0,1,010_018_028_002_2_filtered_126,010_018_028_002_2_filtered,126,0.933333333333333,1,1,0,NaN
Jotun,25,7,0,0,0,009_042_042_002_4_filtered_168,009_042_042_002_4_filtered,168,0.8,NaN,1,1,NaN
Jotun,25,8,0,0,1,010_005_028_002_3_filtered_126,010_005_028_002_3_filtered,126,0.933333333333333,-0.5,1,1,NaN
Jotun,25,9,0,0,0,009_023_042_001_4_filtered_210,009_023_042_001_4_filtered,210,0.333333333333333,NaN,0,0,NaN
Jotun,25,10,0,0,1,010_028_022_002_1_filtered_168,010_028_022_002_1_filtered,168,0.733333333333333,-1,0,0,NaN
Jotun,25,11,0,0,0,009_042_042_001_4_filtered_210,009_042_042_001_4_filtered,210,0.866666666666667,NaN,1,1,NaN
Jotun,25,12,0,0,1,010_028_019_001_3_filtered_126,010_028_019_001_3_filtered,126,0.8,0,0,0,NaN
Jotun,25,13,1,0,0,009_042_042_002_4_filtered_168,009_042_042_002_4_filtered,168,0.928571428571429,NaN,NaN,NaN,7
Jotun,25,14,1,0,1,010_005_028_002_3_filtered_126,010_005_028_002_3_filtered,126,1,0.142857142857143,NaN,NaN,8
Jotun,25,15,1,0,0,009_022_068_002_4_filtered_84,009_022_068_002_4_filtered,84,0.733333333333333,NaN,NaN,NaN,3
Jotun,25,16,1,0,1,010_018_019_002_2_filtered_126,010_018_019_002_2_filtered,126,0.866666666666667,0,NaN,NaN,4
Jotun,25,17,1,0,0,009_023_060_002_2_filtered_168,009_023_060_002_2_filtered,168,0.928571428571429,NaN,NaN,NaN,9
Jotun,25,18,1,0,1,010_025_019_002_2_filtered_0,010_025_019_002_2_filtered,0,0.866666666666667,0,NaN,NaN,10
Jotun,25,19,1,0,0,009_022_060_001_1_filtered_210,009_022_060_001_1_filtered,210,0.8,NaN,NaN,NaN,5
Jotun,25,20,1,0,1,010_028_019_002_1_filtered_126,010_028_019_002_1_filtered,126,0.933333333333333,0.4,NaN,NaN,6
Jotun,25,21,1,1,0,009_022_055_001_2_filtered_84,009_022_055_001_2_filtered,84,0.6,NaN,NaN,NaN,NaN
Jotun,25,22,1,1,1,010_021_019_001_3_filtered_0,010_021_019_001_3_filtered,0,0.666666666666667,NaN,NaN,NaN,NaN
Jotun,25,23,1,0,0,009_042_042_001_4_filtered_210,009_042_042_001_4_filtered,210,0.933333333333333,NaN,NaN,NaN,11
Jotun,25,24,1,0,1,010_005_022_002_3_filtered_210,010_005_022_002_3_filtered,210,0.8,0.75,NaN,NaN,12
Jotun,25,25,1,1,0,009_023_068_001_1_filtered_210,009_023_068_001_1_filtered,210,0.8,NaN,NaN,NaN,NaN
Jotun,25,26,1,1,1,010_018_024_001_4_filtered_0,010_018_024_001_4_filtered,0,0.8,-0.5,NaN,NaN,NaN
Jotun,26,1,0,0,0,009_065_042_002_2_filtered_0,009_065_042_002_2_filtered,0,0.6,NaN,NaN,NaN,NaN
Jotun,26,2,0,0,1,010_005_019_002_1_filtered_210,010_005_019_002_1_filtered,210,0.923076923076923,0.25,NaN,NaN,NaN
Jotun,26,3,0,0,0,009_042_042_002_2_filtered_84,009_042_042_002_2_filtered,84,0.733333333333333,NaN,0,0,NaN
Jotun,26,4,0,0,1,010_018_024_001_2_filtered_210,010_018_024_001_2_filtered,210,0.933333333333333,0,1,0,NaN
Jotun,26,5,0,0,0,009_023_055_002_3_filtered_210,009_023_055_002_3_filtered,210,0.933333333333333,NaN,1,1,NaN
Jotun,26,6,0,0,1,010_018_019_001_2_filtered_42,010_018_019_001_2_filtered,42,0.866666666666667,1,NaN,NaN,NaN
Jotun,26,7,0,0,0,009_042_060_001_1_filtered_126,009_042_060_001_1_filtered,126,0.866666666666667,NaN,1,1,NaN
Jotun,26,8,0,0,1,010_018_024_002_1_filtered_42,010_018_024_002_1_filtered,42,0.8,0.5,0,0,NaN
Jotun,26,9,0,0,0,009_022_055_001_3_filtered_168,009_022_055_001_3_filtered,168,0.733333333333333,NaN,1,1,NaN
Jotun,26,10,0,0,1,010_021_028_001_2_filtered_0,010_021_028_001_2_filtered,0,0.733333333333333,0.333333333333333,0,0,NaN
Jotun,26,11,0,0,0,009_042_060_002_3_filtered_168,009_042_060_002_3_filtered,168,0.466666666666667,NaN,0,0,NaN
Jotun,26,12,0,0,1,010_018_022_001_1_filtered_210,010_018_022_001_1_filtered,210,0.933333333333333,-0.333333333333333,1,1,NaN
Jotun,26,13,1,1,0,009_065_060_001_1_filtered_126,009_065_060_001_1_filtered,126,0.933333333333333,NaN,NaN,NaN,NaN
Jotun,26,14,1,1,1,010_025_022_001_1_filtered_84,010_025_022_001_1_filtered,84,0.866666666666667,0.333333333333333,NaN,NaN,NaN
Jotun,26,15,1,0,0,009_042_060_001_1_filtered_126,009_042_060_001_1_filtered,126,0.8,NaN,NaN,NaN,7
Jotun,26,16,1,0,1,010_005_024_002_1_filtered_168,010_005_024_002_1_filtered,168,0.6,1,NaN,NaN,8
Jotun,26,17,1,0,0,009_065_060_002_3_filtered_84,009_065_060_002_3_filtered,84,0.866666666666667,NaN,NaN,NaN,11
Jotun,26,18,1,0,1,010_018_022_001_1_filtered_210,010_018_022_001_1_filtered,210,1,NaN,NaN,NaN,12
Jotun,26,19,1,0,0,009_022_055_001_3_filtered_168,009_022_055_001_3_filtered,168,0.733333333333333,NaN,NaN,NaN,9
Jotun,26,20,1,0,1,010_005_019_001_4_filtered_168,010_005_019_001_4_filtered,168,0.2,0.25,NaN,NaN,10
Jotun,26,21,1,0,0,009_022_055_001_4_filtered_210,009_022_055_001_4_filtered,210,0.2,NaN,NaN,NaN,3
Jotun,26,22,1,0,1,010_005_019_001_2_filtered_210,010_005_019_001_2_filtered,210,0.2,-0.333333333333333,NaN,NaN,4
Jotun,26,23,1,0,0,009_023_055_002_3_filtered_210,009_023_055_002_3_filtered,210,0.0909090909090909,NaN,NaN,NaN,5
Jotun,27,1,0,0,0,009_042_068_002_4_filtered_210,009_042_068_002_4_filtered,210,0.6,NaN,0,0,NaN
Jotun,27,2,0,0,1,010_018_028_001_4_filtered_210,010_018_028_001_4_filtered,210,0.733333333333333,-0.5,1,1,NaN
Jotun,27,3,0,0,0,009_019_068_002_3_filtered_126,009_019_068_002_3_filtered,126,0.6,NaN,NaN,NaN,NaN
Jotun,27,4,0,0,1,010_018_028_001_2_filtered_126,010_018_028_001_2_filtered,126,0.733333333333333,0,NaN,NaN,NaN
Jotun,27,5,0,0,0,009_023_055_002_3_filtered_42,009_023_055_002_3_filtered,42,0.857142857142857,NaN,0,0,NaN
Jotun,27,6,0,0,1,010_005_024_001_2_filtered_42,010_005_024_001_2_filtered,42,1,-1,0,0,NaN
Jotun,27,7,0,0,0,009_019_042_001_2_filtered_0,009_019_042_001_2_filtered,0,0.733333333333333,NaN,1,1,NaN
Jotun,27,8,0,0,1,010_018_028_001_1_filtered_168,010_018_028_001_1_filtered,168,0.733333333333333,0,1,0,NaN
Jotun,27,9,0,0,0,009_019_068_001_3_filtered_168,009_019_068_001_3_filtered,168,0.933333333333333,NaN,0,0,NaN
Jotun,27,10,0,0,1,010_018_019_001_3_filtered_210,010_018_019_001_3_filtered,210,0.933333333333333,0,1,1,NaN
Jotun,27,11,0,0,0,009_042_042_002_4_filtered_0,009_042_042_002_4_filtered,0,0.733333333333333,NaN,1,1,NaN
Jotun,27,12,0,0,1,010_025_019_002_1_filtered_84,010_025_019_002_1_filtered,84,0.866666666666667,0.333333333333333,0,0,NaN
Jotun,27,13,1,0,0,009_019_042_001_2_filtered_0,009_019_042_001_2_filtered,0,0.933333333333333,NaN,NaN,NaN,7
Jotun,27,14,1,0,1,010_018_024_001_3_filtered_168,010_018_024_001_3_filtered,168,0.923076923076923,0.5,NaN,NaN,8
Jotun,27,15,1,0,0,009_065_060_002_3_filtered_84,009_065_060_002_3_filtered,84,1,NaN,NaN,NaN,9
Jotun,27,16,1,0,1,010_018_019_001_3_filtered_210,010_018_019_001_3_filtered,210,0.933333333333333,0,NaN,NaN,10
Jotun,27,17,1,0,0,009_047_042_002_4_filtered_84,009_047_042_002_4_filtered,84,0.8,NaN,NaN,NaN,1
Jotun,27,18,1,0,1,010_018_028_001_4_filtered_210,010_018_028_001_4_filtered,210,0.8,0.5,NaN,NaN,2
Jotun,27,19,1,0,0,009_047_060_001_2_filtered_126,009_047_060_001_2_filtered,126,1,NaN,NaN,NaN,5
Jotun,27,20,1,0,1,010_005_022_002_2_filtered_84,010_005_022_002_2_filtered,84,1,-0.333333333333333,NaN,NaN,6
Jotun,27,21,1,1,0,009_019_055_001_3_filtered_126,009_019_055_001_3_filtered,126,0.8,NaN,NaN,NaN,NaN
Jotun,27,22,1,1,1,010_018_019_001_2_filtered_42,010_018_019_001_2_filtered,42,0.933333333333333,-0.666666666666667,NaN,NaN,NaN
Jotun,27,23,1,0,0,009_042_042_002_4_filtered_0,009_042_042_002_4_filtered,0,0.933333333333333,NaN,NaN,NaN,11
Jotun,27,24,1,0,1,010_018_019_001_4_filtered_210,010_018_019_001_4_filtered,210,0.857142857142857,NaN,NaN,NaN,12
Jotun,27,25,1,1,0,009_023_068_002_1_filtered_0,009_023_068_002_1_filtered,0,0.733333333333333,NaN,NaN,NaN,NaN
Jotun,27,26,1,1,1,010_005_019_002_1_filtered_168,010_005_019_002_1_filtered,168,0.8,-0.4,NaN,NaN,NaN
Jotun,28,1,0,0,0,009_042_055_002_3_filtered_126,009_042_055_002_3_filtered,126,0.8,NaN,1,0,NaN
Jotun,28,2,0,0,1,010_025_028_001_1_filtered_0,010_025_028_001_1_filtered,0,0.866666666666667,NaN,1,1,NaN
Jotun,28,3,0,0,0,009_047_060_001_2_filtered_0,009_047_060_001_2_filtered,0,0.666666666666667,NaN,0,0,NaN
Jotun,28,4,0,0,1,010_018_028_001_2_filtered_126,010_018_028_001_2_filtered,126,0.8,-0.5,1,1,NaN
Jotun,28,5,0,0,0,009_042_068_002_4_filtered_0,009_042_068_002_4_filtered,0,0.533333333333333,NaN,1,1,NaN
Jotun,28,6,0,0,1,010_005_022_002_4_filtered_126,010_005_022_002_4_filtered,126,0.8,0,0,0,NaN
Jotun,28,7,0,0,0,009_042_060_001_4_filtered_84,009_042_060_001_4_filtered,84,0.733333333333333,NaN,0,0,NaN
Jotun,28,8,0,0,1,010_028_022_001_3_filtered_168,010_028_022_001_3_filtered,168,1,1,0,0,NaN
Jotun,28,9,0,0,0,009_047_055_001_3_filtered_84,009_047_055_001_3_filtered,84,0.733333333333333,NaN,1,1,NaN
Jotun,28,10,0,0,1,010_028_028_002_3_filtered_84,010_028_028_002_3_filtered,84,0.666666666666667,0.333333333333333,0,0,NaN
Jotun,28,11,0,0,0,009_065_068_002_4_filtered_0,009_065_068_002_4_filtered,0,1,NaN,NaN,NaN,NaN
Jotun,28,12,0,0,1,010_028_024_002_4_filtered_168,010_028_024_002_4_filtered,168,1,-0.25,NaN,NaN,NaN
Jotun,28,13,1,0,0,009_042_068_002_4_filtered_0,009_042_068_002_4_filtered,0,1,NaN,NaN,NaN,5
Jotun,28,14,1,0,1,010_025_019_002_2_filtered_0,010_025_019_002_2_filtered,0,0.866666666666667,1,NaN,NaN,6
Jotun,28,15,1,0,0,009_019_055_002_1_filtered_84,009_019_055_002_1_filtered,84,0.857142857142857,NaN,NaN,NaN,3
Jotun,28,16,1,0,1,010_018_028_001_2_filtered_126,010_018_028_001_2_filtered,126,0.866666666666667,0,NaN,NaN,4
Jotun,28,17,1,1,0,009_065_055_002_2_filtered_84,009_065_055_002_2_filtered,84,1,NaN,NaN,NaN,NaN
Jotun,28,18,1,1,1,010_005_022_002_4_filtered_0,010_005_022_002_4_filtered,0,0.933333333333333,0.5,NaN,NaN,NaN
Jotun,28,19,1,0,0,009_047_055_001_3_filtered_84,009_047_055_001_3_filtered,84,0.8,NaN,NaN,NaN,9
Jotun,28,20,1,0,1,010_018_028_002_1_filtered_42,010_018_028_002_1_filtered,42,0.866666666666667,0.2,NaN,NaN,10
Jotun,28,21,1,1,0,009_023_042_001_3_filtered_0,009_023_042_001_3_filtered,0,0.533333333333333,NaN,NaN,NaN,NaN
Jotun,28,22,1,1,1,010_025_019_002_2_filtered_168,010_025_019_002_2_filtered,168,0.866666666666667,0,NaN,NaN,NaN
Jotun,28,23,1,0,0,009_047_055_001_3_filtered_126,009_047_055_001_3_filtered,126,0.933333333333333,NaN,NaN,NaN,1
Jotun,28,24,1,0,1,010_025_028_001_1_filtered_0,010_025_028_001_1_filtered,0,0.866666666666667,0.5,NaN,NaN,2
Jotun,28,25,1,0,0,009_065_060_001_3_filtered_210,009_065_060_001_3_filtered,210,0.933333333333333,NaN,NaN,NaN,7
Jotun,28,26,1,0,1,010_028_024_002_3_filtered_84,010_028_024_002_3_filtered,84,0.785714285714286,1,NaN,NaN,8
Jotun,29,1,0,0,0,009_023_042_002_2_filtered_84,009_023_042_002_2_filtered,84,0.8,NaN,0,0,NaN
Jotun,29,2,0,0,1,010_005_019_002_1_filtered_0,010_005_019_002_1_filtered,0,0.8,0,1,1,NaN
Jotun,29,3,0,0,0,009_019_060_002_2_filtered_126,009_019_060_002_2_filtered,126,1,NaN,NaN,NaN,NaN
Jotun,29,4,0,0,1,010_005_022_002_3_filtered_0,010_005_022_002_3_filtered,0,0.857142857142857,0.333333333333333,NaN,NaN,NaN
Jotun,29,5,0,0,0,009_042_055_002_2_filtered_126,009_042_055_002_2_filtered,126,0.666666666666667,NaN,0,0,NaN
Jotun,29,6,0,0,1,010_005_028_001_2_filtered_210,010_005_028_001_2_filtered,210,0.933333333333333,-0.333333333333333,0,0,NaN
Jotun,29,7,0,0,0,009_065_055_002_2_filtered_42,009_065_055_002_2_filtered,42,0.6,NaN,0,0,NaN
Jotun,29,8,0,0,1,010_005_024_002_3_filtered_210,010_005_024_002_3_filtered,210,0.933333333333333,0,1,1,NaN
Jotun,29,9,0,0,0,009_042_060_001_1_filtered_42,009_042_060_001_1_filtered,42,0.666666666666667,NaN,1,1,NaN
Jotun,29,10,0,0,1,010_018_024_001_4_filtered_126,010_018_024_001_4_filtered,126,0.866666666666667,NaN,0,0,NaN
Jotun,29,11,0,0,0,009_047_068_002_2_filtered_168,009_047_068_002_2_filtered,168,0.866666666666667,NaN,0,0,NaN
Jotun,29,12,0,0,1,010_025_019_001_4_filtered_168,010_025_019_001_4_filtered,168,0.8,-1,1,1,NaN
Jotun,29,13,1,1,0,009_047_042_002_4_filtered_168,009_047_042_002_4_filtered,168,0.8,NaN,NaN,NaN,NaN
Jotun,29,14,1,1,1,010_025_028_001_3_filtered_126,010_025_028_001_3_filtered,126,1,-0.666666666666667,NaN,NaN,NaN
Jotun,29,15,1,0,0,009_065_068_002_3_filtered_0,009_065_068_002_3_filtered,0,0.923076923076923,NaN,NaN,NaN,1
Jotun,29,16,1,0,1,010_005_019_002_1_filtered_0,010_005_019_002_1_filtered,0,1,-0.1,NaN,NaN,2
Jotun,29,17,1,0,0,009_047_068_002_3_filtered_0,009_047_068_002_3_filtered,0,0.866666666666667,NaN,NaN,NaN,7
Jotun,29,18,1,0,1,010_005_024_002_3_filtered_210,010_005_024_002_3_filtered,210,0.733333333333333,-1,NaN,NaN,8
Jotun,29,19,1,0,0,009_022_060_001_2_filtered_126,009_022_060_001_2_filtered,126,1,NaN,NaN,NaN,11
Jotun,29,20,1,0,1,010_025_019_001_4_filtered_168,010_025_019_001_4_filtered,168,0.933333333333333,0,NaN,NaN,12
Jotun,29,21,1,1,0,009_019_042_002_2_filtered_168,009_019_042_002_2_filtered,168,0.866666666666667,NaN,NaN,NaN,NaN
Jotun,29,22,1,1,1,010_018_019_001_2_filtered_42,010_018_019_001_2_filtered,42,0.866666666666667,-1,NaN,NaN,NaN
Jotun,29,23,1,0,0,009_042_060_001_1_filtered_42,009_042_060_001_1_filtered,42,0.866666666666667,NaN,NaN,NaN,9
Jotun,29,24,1,0,1,010_028_024_002_3_filtered_42,010_028_024_002_3_filtered,42,0.857142857142857,0,NaN,NaN,10
Jotun,29,25,1,0,0,009_065_042_002_3_filtered_210,009_065_042_002_3_filtered,210,0.866666666666667,NaN,NaN,NaN,5
Jotun,29,26,1,0,1,010_018_028_001_1_filtered_126,010_018_028_001_1_filtered,126,0.933333333333333,0.5,NaN,NaN,6
Jotun,30,1,0,0,0,009_047_042_002_2_filtered_168,009_047_042_002_2_filtered,168,0.8,NaN,0,0,NaN
Jotun,30,2,0,0,1,010_018_028_002_4_filtered_0,010_018_028_002_4_filtered,0,0.733333333333333,-0.166666666666667,1,1,NaN
Jotun,30,3,0,0,0,009_023_068_001_1_filtered_210,009_023_068_001_1_filtered,210,0.8,NaN,1,1,NaN
Jotun,30,4,0,0,1,010_025_022_002_4_filtered_0,010_025_022_002_4_filtered,0,0.733333333333333,0,0,0,NaN
Jotun,30,5,0,0,0,009_047_068_001_1_filtered_168,009_047_068_001_1_filtered,168,0.333333333333333,NaN,NaN,NaN,NaN
